"start_date","end_date","frequency","months","yield_shock","pfolio_return_delta_shock_unadjusted_by_weighted","pfolio_noncash_weight","pfolio_return_delta_shock","count_of_stocks","bmark_return_delta_shock"
2015-07-31,2017-02-28,"daily",19,1,0.0382963566465181,0.947876,0.0404022853690969,36,0.0426628528867756
2015-07-31,2017-02-28,"weekly",19,1,0.0245969661776897,0.947876,0.0259495611004918,36,0.0357361149456945
2015-07-31,2017-02-28,"monthly",19,1,-0.00692917126691047,0.947876,-0.00731020857887579,36,0.0186009642197709
2015-06-30,2017-02-28,"daily",20,1,0.0404099130178271,0.947876,0.0426320668714337,36,0.0444835331843388
2015-06-30,2017-02-28,"weekly",20,1,0.0254990518841937,0.947876,0.0269012527843238,36,0.0373586888722099
2015-06-30,2017-02-28,"monthly",20,1,-0.0224477019626776,0.947876,-0.0236821081688718,36,0.00278717208491108
2015-05-29,2017-02-28,"daily",21,1,0.0382024729638568,0.947876,0.040303238993135,35,0.042263455927528
2015-05-29,2017-02-28,"weekly",21,1,0.0103074613615264,0.947876,0.0108742719105942,35,0.0157948918332052
2015-05-29,2017-02-28,"monthly",21,1,-0.022113079338217,0.947876,-0.0233290845408228,36,0.0027793526868508
2015-04-30,2017-02-28,"daily",22,1,0.0331435704392194,0.947876,0.0349661458241578,35,0.037508041460592
2015-04-30,2017-02-28,"weekly",22,1,0.0057825059475857,0.947876,0.00610048777222517,35,0.0105082626444536
2015-04-30,2017-02-28,"monthly",22,1,-0.0260101313125035,0.947876,-0.0274404366314829,35,-0.00237443562743135
2015-03-31,2017-02-28,"daily",23,1,0.0315343262349709,0.947876,0.0332684087739018,35,0.0360330707550595
2015-03-31,2017-02-28,"weekly",23,1,0.00644918378179594,0.947876,0.00680382643066808,35,0.0119616109398193
2015-03-31,2017-02-28,"monthly",23,1,-0.0258859604319779,0.947876,-0.0273094375550999,35,-0.00194464587772842
2015-02-27,2017-02-28,"daily",24,1,0.0296596357611027,0.947876,0.0312906284799939,35,0.0333699142367207
2015-02-27,2017-02-28,"weekly",24,1,0.00432303387455386,0.947876,0.0045607588698879,35,0.00799591214945861
2015-02-27,2017-02-28,"monthly",24,1,-0.026740805938805,0.947876,-0.0282112912857852,35,-0.00290324365765045
2015-01-30,2017-02-28,"daily",25,1,0.0283248057056571,0.947876,0.0298823956990757,35,0.031123454162146
2015-01-30,2017-02-28,"weekly",25,1,0.00380183979720309,0.947876,0.00401090416594901,35,0.00651912005605863
2015-01-30,2017-02-28,"monthly",25,1,-0.0282816380668589,0.947876,-0.0298368542582141,35,-0.00900185466229441
2014-12-31,2017-02-28,"daily",26,1,0.0248537313459684,0.947876,0.0262204458663036,34,0.029815940998931
